COUNTER,READING
404,"{""data"":[[7.284782309500277,7.0143986117208685,7.467917841888196,8.181974062039,9.500109341415918,10.69285778119727,11.051175989237223,10.761424769590901,9.49752755803778,7.064590841479621,4.873942625150983,4.3237129442809,4.60765298479771,4.150293187768476,2.702370075763792,0.4880636495402524],[6.358854510978074,8.60478539809832,10.591253430420032,10.612131242997041,8.874004016569652,5.78824871945811,2.4362652644624565,0.7653070740357149,1.077582414462996,2.081833933554943,3.2799872437883417,4.531841840258556,4.588148662917458,2.6162405236000477,-0.27056518460465506,-2.7948575634450465],[-14.727383114623809,-13.078721527147202,-8.796964757918339,-4.658937201981171,-2.9052749202240014,-3.4703566717102934,-5.306428535709768,-7.12642649565207,-7.2828843715284535,-5.579878089192673,-3.665088037855012,-2.436275706911596,-1.8175961859075618,-2.387748926654213,-3.875432670963238,-4.892983329167685],[0.11323049210246827,-2.3644600587376745,-3.899180134445616,-4.445862636703474,-3.912736904370121,-3.386704741877583,-3.533298880417145,-3.2124253494870727,-1.896418378671592,-0.31055855207476957,1.2491432154513353,2.4324206179748717,2.0960045811649906,-0.10188572953086616,-2.687486134061664,-4.118154951270698],[2.176560138204362,0.3918175298975173,-0.34460883417439336,-0.029242689407660505,1.037719595952461,1.2393229527517629,-0.06414940678229475,-1.0931786122074199,-0.6443700245353088,0.627800302659602,1.9713821921920938,2.53674032984311,1.012086579301593,-2.334119008934054,-5.118433804826698,-5.872917375062106],[6.5160516799044235,6.542060050634159,7.858617477929828,8.470653722554582,7.56968585537593,5.947072612343828,4.295943990719629,2.649887929923038,1.5060721881615644,1.3331289067641512,1.5690127656713926,1.6530321875104574,1.1281078218312066,-1.000330555380515,-4.221366692712921,-6.43170509789201],[39.27474317804625,41.828732088241836,43.435660280200906,42.98367214648817,40.536260489843414,36.15561714150947,30.444408231543246,25.042949102444837,21.31101623415781,19.58372440618595,19.27390895608368,18.805157961460413,16.17304579495586,10.648000848165601,3.7241293182746587,-2.431024769091331],[38.41000121156573,41.493184145004165,44.44872368276998,45.12726638153313,43.52038695692643,39.29975050766296,33.66847811520586,29.438472478164712,26.86147325542919,24.50739045632155,22.305973813304917,20.183161756717432,16.873317822639052,12.32160867771761,8.075391985250619,4.5232834748129624]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029400704.203},""label"":""raw""}"
405,"{""data"":[[-1.7726505291421433,-2.097069959608271,-0.43724793429306663,0.7446030552086653,0.38633927902616616,-1.1459632505741473,-3.987322910055454,-6.875155119179763,-7.425653088444031,-5.453663046665447,-2.2578396515638928,1.590322391179012,4.763005069009441,4.982074590702251,2.145037107873606,-1.7924822982292294],[-4.239404156155949,-3.335202316118006,-0.6571786658504377,0.9551947595373842,0.4708313255404859,-1.0561633692803882,-3.008170002456821,-4.471056074295288,-4.182369457740943,-2.730149275837711,-1.9318040093899915,-2.1590825463695467,-3.00392625119877,-4.661862033709368,-6.448495888544745,-7.134057087323352],[-4.9450054758050594,-4.15655644828528,-2.6038390419140254,-1.1922313892466292,-1.1643979457298168,-2.6437320761830185,-4.653187800219459,-5.916285272432727,-5.430783352701699,-2.8539919720345637,0.8429662443593298,3.768686948293068,4.596591068656428,3.2584761577957595,0.3783897222567849,-2.7707714699668777],[-3.743948113465247,-1.0643461772402074,2.812715046587537,5.2015248706290285,5.112871177287596,3.6540494313673015,1.4976437034698329,-0.6787017317473131,-1.3243797132329633,-0.25420458794107215,1.1440454152667248,2.2063140120587534,2.3422657367414423,0.5169050960338732,-2.2736379543132585,-3.59028666472423],[-4.841205103604299,-2.010586895687403,1.4566055282826755,3.181185217875462,3.041601514850119,2.5445807401432066,1.666183904865261,0.33713646455619345,-0.09905511970783992,0.5326169768572421,1.1239206605280043,1.675918020290842,1.8654669349332926,0.1773468142668646,-2.849002443982134,-4.852830093365076],[-6.498467790685533,-4.663305304153832,-1.8901636635062276,0.11182665425834357,-0.06451827015687761,-2.3762695194963084,-5.730898155440731,-8.58298795971489,-9.484590205957744,-7.887691303349465,-4.945641090206311,-2.8754977693339763,-3.1636744210628174,-5.603112941334876,-8.766519727662487,-10.847009720224985],[-6.266325086305004,-6.9783822206878074,-5.979417749905391,-6.183603052216066,-8.640403084291568,-12.327823499748932,-16.087237249958193,-18.24435266499994,-17.190091363834277,-13.516992056589743,-9.373529710482652,-6.227431413836769,-5.021142640815203,-6.618334725510204,-10.060910824420896,-12.651803847547237],[1.413811365409084,-0.1774767203578559,-1.2917148416132802,-4.853156047756271,-10.38888235343552,-15.626218791998426,-20.172799007110235,-22.463396262174538,-20.179309276754346,-14.893869869677019,-9.760040747565375,-5.665036981259655,-3.6570232498448636,-5.473035842221691,-9.640822497461825,-13.087630552987394]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029400766.661},""label"":""raw""}"
406,"{""data"":[[-5.27847411898389,-6.910829795042133,-5.230944249855975,-1.3653896771505813,1.5249352720440217,2.03956771610918,0.851293238389355,-1.3475865477041098,-3.306767143547291,-3.555366008609192,-2.766533972283113,-2.408448965446853,-2.0882873288077333,-1.4253361869549808,-1.4001441026522259,-2.145583378025299],[-6.874555189994021,-6.209803382943075,-4.674502288858765,-2.3906060875059203,-0.6671552810594903,-0.2897784030831297,-1.1500265744768006,-3.054997263358436,-4.7793248314601,-4.539431523837822,-2.6587702680194596,-1.047445985384973,-0.5560884315316744,-1.067369232828764,-2.1174532218777666,-2.23309609010155],[-4.4124332602696335,-3.6468814539394563,-1.2032031485543735,1.7301057386922458,3.6208963129824694,2.9000164237140877,0.2975787841353612,-1.6220263970953697,-1.1135670932441486,2.1607173543786464,7.182405668527572,11.263749574071406,12.00307644528792,9.435430159008506,5.187179783796042,0.8836473330174297],[-2.877300718388609,-1.204739255772119,0.6822320306213171,1.9101156185994264,2.0868331969050002,2.262752347350657,2.988710689109684,3.0351951672305417,1.5481660003591242,-0.6793416653148838,-2.5395701372636017,-3.3325689030907832,-2.801339189511802,-1.9641314810461186,-2.372775711826806,-3.6985818129189356],[-5.1394614851758735,-4.226772719153559,-2.1016830965524855,0.30987106029389655,1.797969604263279,2.7096088552478084,3.2127913251296087,2.2094560937913865,-0.37066060950510615,-3.019085367289868,-4.604590073840009,-4.735802775988583,-3.305322989542647,-1.4823952723172567,-1.0759371146837862,-1.785134665935099],[-10.615029282674314,-8.204101107838705,-4.8433750647027765,-1.5461283054670363,0.7112999409386487,0.8073303390029962,-0.8285780028529179,-2.7090099339435563,-3.8523825459000265,-3.4212098114871217,-1.2095479510778968,1.2692762578742558,2.370131467899224,1.770190671426469,-0.13165064482711686,-2.498991869962652],[-12.709216678306294,-10.175956240273756,-5.684008873258484,-1.1818739635779691,0.6931144403559308,-0.8590860696644769,-4.076502095364734,-6.727668167586806,-7.377110473707084,-5.722830230537582,-3.630319435372642,-3.674027214497765,-5.928222906714771,-8.802927221197471,-11.229459908635967,-12.488516256301928],[-14.837009124590708,-14.276274957319474,-10.236496318955915,-4.800855454071164,-2.0906126606560074,-3.2514614480241315,-6.997680658561657,-11.93881590572355,-15.405265625559018,-15.213274755722834,-13.252283070118073,-12.244049291066606,-11.698036651232549,-11.138829027439202,-11.809413386238091,-13.11563884795454]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029400829.341},""label"":""raw""}"
407,"{""data"":[[-3.079280787786691,-4.251710917709811,-5.2249737080388385,-4.773470226361358,-3.552325469326166,-3.6640529413838223,-5.265814301808245,-7.026972274316107,-8.071740016952878,-7.2226472665607195,-4.306623242064221,-1.6097403676837654,-0.7933754680498901,-1.0214526573376184,-1.0739840436382497,-0.6297821488684181],[-0.42749150014826753,1.803534130092559,2.3514538600732315,1.1887881957279147,-1.1284188283661603,-4.195265057629799,-6.312383878125212,-6.351239663000465,-5.208860704759102,-3.193613415461114,-0.43652178252803675,1.1789225820162632,0.28298366396628105,-2.2940557771835763,-4.8589218358828274,-5.806500220531435],[-1.7311647839736322,-1.78710880890314,-0.2907263576968069,1.3531671271128718,2.356665030477374,1.8762819099073291,-0.32456211474835484,-2.655820970030398,-3.282409085558882,-1.7901309436965476,1.0664955179896063,3.721034689528398,4.125068329851231,1.6260536708653617,-1.7473156284651443,-3.453138910214344],[-4.258645276088173,-3.494287302173012,-1.914922770405513,0.020968751761226367,1.2062006591167977,0.8256831309877899,-0.054947967442173784,-0.21726639068313208,0.28832023515002325,1.6018374752938245,3.715521504500922,5.237075449305318,5.126900876247707,3.8885103895300928,2.1894271690353913,0.4872992347142415],[-1.843788326109391,-0.812271608266218,0.8605666561696816,3.019429705485035,4.222440119127699,2.9957926405591007,0.4813058184179797,-1.683804821713246,-3.206816132447069,-3.276486033358993,-1.4095359181244187,0.6427385755377888,1.3441331543211885,1.1477157611873847,0.5870711837694522,-0.11562777864827664],[-3.670771321923185,-2.7655605693973713,-0.9718137317166158,0.19468266598210027,0.21243750066476774,-1.1022003878355544,-3.286156354107409,-4.608701329957906,-3.648447492022075,-0.6028395877289592,3.14054232650318,5.85124514276553,5.814643070615576,2.737558487771297,-0.8671754599858819,-2.0714053697053316],[-12.669682050128863,-12.971943526221594,-13.990451183093374,-15.081497431477484,-16.28057466585711,-18.44053990260033,-21.16791706610426,-22.795537390883972,-21.76937865294947,-17.03276232737335,-9.677314067311139,-3.437931931097523,-1.31993654432442,-3.0624437516094014,-6.071204340540515,-7.741962708518348],[-13.922459976988574,-14.92751150658285,-15.681468542716363,-14.169212762186357,-11.619656222355392,-11.130527978411967,-12.718148171211155,-15.048658030987216,-17.344552623328592,-17.106586836351077,-12.998698403527882,-8.223390917632392,-5.748158959249114,-5.439140235622943,-6.530496428658706,-7.7859263071915885]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029400891.675},""label"":""raw""}"
408,"{""data"":[[0.4941279145160822,1.9405354399749961,2.545527206825154,2.1682309663002632,2.011832748411941,1.8215543197374293,0.533920381626522,-1.082201821842049,-1.911532168775706,-1.877341378362079,-0.5360396165444836,1.7863171015552834,2.618707499240437,0.5338973274032581,-2.852569783620156,-5.621377852238049],[-3.988539287260643,-0.1354448802494881,3.1732994175608735,4.224302953133261,3.5302415010023,1.7435563765823034,-0.8369745820013699,-3.0682022053996847,-4.004892328144635,-3.518467832135757,-1.1299458982822177,2.653391423675969,5.229339322598916,4.77972591052468,2.297100408754421,-0.1363733713740416],[-2.808453886975636,-0.09035017273188917,3.4794311372809332,5.59592821154971,5.248278711999321,3.244451862064377,0.5546696937788669,-1.8351247341620054,-2.5545712238353273,-1.154069690131791,1.2109885609449818,3.183903386466926,4.040597178717848,3.3619746530203445,2.25003776065515,2.63704600481284],[-0.20217425656213037,0.3798650368408989,0.8090357152273889,0.144841184886233,-0.879534482711211,-1.9182963763479546,-2.9410984832801255,-2.9822255478582,-1.8881571192365993,-0.7293952626744699,0.6479727839972528,2.975246796971525,5.3600509488061805,6.481486035098611,6.151755761924301,4.4731426375280465],[0.15347869119008162,1.5886292067711574,2.4338789501798463,1.7694911653639844,0.673806779373681,-0.24545982301980046,-0.8287441126296482,-0.12885504907837808,1.6314021276101647,2.7307216306670448,2.844012865230119,2.6907846056170692,2.035592458385013,0.8110407208173929,-0.08787572652416253,-0.5045799602863786],[-0.6116052557301184,2.2457408342395624,4.754967138818407,4.990284258828974,2.9035500870471846,0.08694778371631062,-2.484379783594954,-4.218904623323407,-4.036179741188146,-1.8363386017404264,0.857051747546143,2.5603626786154545,2.6868199743561436,1.1913033462551716,-0.4455430563976539,-0.3564419423843802],[-7.051513978957715,-4.897385554666508,-3.309803553500398,-3.4285199857830237,-4.428607634088082,-5.608083812908707,-7.208137330388883,-8.697161731190281,-8.846096771694544,-7.274397999434122,-4.300059996605777,-0.8455308833734891,1.056023562070179,0.08307205138092999,-2.1931773456141586,-3.297833118686518],[-6.954347790321757,-3.765806813030767,-0.5288951073065071,1.3572350039585277,2.2545820032775845,1.4039777073700033,-1.5133254143725021,-4.264222979848189,-5.7202834522197215,-6.700694656157717,-6.735997530642434,-5.672671518250425,-5.5562610327625634,-6.935626450457385,-7.947134061468294,-8.022107221586126]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029400954.286},""label"":""raw""}"
409,"{""data"":[[-6.8386876744079625,-5.373837455296492,-1.7117704018624815,1.639668779076031,3.3740139065349295,3.713598545431331,2.4805377072430748,0.2809765432761977,-0.9295356066871312,-0.48625439444900176,0.5038001232708555,1.4109455001922813,1.7604260446391407,0.5250887649544006,-1.862588728664882,-3.6113578804631317],[-1.0274865733407417,0.5936390292847695,3.892477442224949,6.1111229029068594,5.7044450578970745,3.536829783176831,0.7174769092819338,-1.5727313808739245,-1.4620205750053308,1.3570623828160409,4.823977323813917,7.193860510382002,7.431367295914006,4.553284322318627,-0.5350797896747439,-5.405668813720932],[4.451583108730415,6.034857216045508,6.121566926123448,4.064205776072663,0.5959390754259069,-1.8703100967712007,-1.5839893405432932,0.7856669960585259,3.4903148084454543,5.509887471170432,6.026776922308212,4.385947574854236,1.2888972057844441,-1.8837925385668992,-4.498832949010353,-5.497615258834021],[1.7146678266703992,-0.42370553409808565,-0.6170927525305072,0.1612058187285541,0.7161061301778007,0.8664708734873783,0.12143083756139961,-1.3995778074633531,-2.2065364166570154,-1.669080203754026,-0.6298252318255351,0.40508490277218945,1.0353624933629586,0.3430206498063313,-1.388731449040418,-2.6574330358058424],[-1.1801509012400129,-1.6123437722094538,-1.0749969093075644,-0.33143898072987554,0.058073346752536725,0.1841318703968179,-0.7707904304329936,-2.8900373826937624,-4.362894670004806,-4.102081026085344,-2.6481889191281494,-0.5136772169318118,1.4006068730864925,1.4797679048755636,-0.409667536064525,-2.780076927468415],[0.9813142324285082,2.0800252730940594,2.6891769531070207,2.9485566424163023,2.836751663732573,2.6837084578674135,2.577839449016571,1.8517402044868903,0.3385521187446351,-0.9335982379811886,-1.6581832776968688,-2.559156068835838,-3.7025899399064306,-4.7521754332910495,-5.979652886056447,-7.1569366516127495],[-2.4428305387846927,0.33886662657012767,4.280909765601436,7.448889906572328,8.608754418112056,8.045519763637643,6.036166847547722,2.938430219680704,0.0883587959810681,-1.558343123593878,-2.750615764464175,-4.576362947391322,-7.464782865151328,-11.248976461513639,-14.68764771023324,-16.101850437145885],[-7.4215330225449785,-4.514204050209218,0.6782165193321203,5.274646992716108,7.798895790120866,8.234312416888732,6.092569042957711,2.6990364576384622,1.0669614286106361,1.6034335668300836,2.1130786707583264,1.5164699484702995,-0.6353276176821772,-5.164008048670289,-10.616918558072726,-14.440173601091583]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401016.929},""label"":""raw""}"
410,"{""data"":[[-4.000677208896141,-3.1272875384743553,-0.699882061094609,1.9910069609409007,2.576637758398113,1.022841181826888,-1.2303697107474971,-3.613088483180671,-4.986945730550259,-4.028134199456501,-1.9564575519833418,-0.7978642632820404,-0.5098881994025546,-0.751660641062942,-1.7181344545662465,-2.282484412732567],[-8.637518076248508,-9.7273510674015,-8.319760425718156,-5.539093896961152,-3.607771662816033,-3.558499647139966,-5.07562361138236,-7.683119672734865,-9.531435517133069,-7.96599422439525,-3.341453575782695,1.5444442984942879,4.911925503551213,5.744894123000326,3.7389106938626706,0.9949633126867352],[-3.5503155293373867,0.4535351275499986,4.152896917911529,6.409493577854679,6.747215795171,4.725109128233322,1.314685402887834,-1.575350240025378,-2.4931040413408327,-0.8495211449193532,2.74602540086256,6.122230181391066,6.829242790761828,4.456116172721245,0.834338168304189,-1.9994899969733346],[-2.9160319602914226,-2.477438812513195,-1.255789573343335,0.23648814162270848,0.9993229866766776,1.216771267192677,1.391890947053711,0.7296487811801888,-0.8577395451732638,-1.7461932767917256,-1.3033131428609612,-0.25091060017891964,0.9520886582506864,1.3771994808132897,-0.05664492777874153,-2.2230834327832483],[-4.575586952027942,-5.204298146471858,-3.783744779769158,-0.7735655307909979,1.9081082453732825,3.313363234878512,3.504087367331658,1.9795899845680753,-0.4703420099725102,-1.2863227512148572,0.022346106339629745,1.7715986846244642,3.131214699987419,3.402148049801512,1.7869874147862301,-0.07384799565869354],[-7.4502814325905184,-6.922219691995851,-6.041076559187543,-4.6720387982970095,-3.1661222634286412,-2.5117055850911503,-2.9016430375947824,-3.589554049274616,-3.4511165881105565,-1.681559517281856,1.3004934384330062,3.5359762559557306,2.978206460870842,-0.29098467573548703,-3.8596265262949427,-5.253474334203769],[-15.06041422950173,-12.515493874588868,-9.480791233969912,-6.931704922982579,-5.860754566054261,-6.347574338078592,-7.864883044814473,-10.192009375499477,-12.17979416042051,-11.83214291911684,-8.664100050582514,-3.9350041249289798,0.6743786005613224,3.363517878294094,3.106968868086303,1.0466074021754015],[-16.205197468523018,-15.953426654925854,-12.766503296813328,-8.388206259416306,-6.047127650165222,-5.879388079824259,-7.077543523786018,-10.087522794559543,-12.869244768487118,-11.950111361333072,-7.791060115917423,-2.8486242040541536,1.836159136155865,4.2442815879171025,2.5106637956507587,-0.9372722059917356]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401079.082},""label"":""raw""}"
411,"{""data"":[[-1.4831762383755733,-0.13422498601122046,1.0394866766263102,2.3191862654944306,3.0203096120673076,2.0154684361578004,0.020917621956755728,-1.6376714425748693,-2.5235629724098496,-1.7048628940431803,1.3538283477643003,4.739240021759836,6.163860323472894,5.58714379650978,3.982981501345413,2.1228214385938795],[-0.11262122917840943,0.2801744782939999,1.233593167990175,2.669182844350132,3.8160926175523984,3.731399341620099,3.0539914122030956,2.7448926221783805,2.8135094931273756,3.5168753887212256,5.100226637518928,6.3329164514477325,5.811423563788232,3.921547818914406,1.9233482116896639,0.5520095962582674],[-2.4283998553664725,0.1282072153571998,3.9538862019772436,6.484743516549,6.453157993385224,3.325421585145574,-2.2580453370025078,-7.272288668245068,-8.816109009470217,-6.376472272172867,-1.3068611390999014,3.8611554554572907,6.265730349291827,4.789748087607234,1.1392241526516789,-2.11775588125407],[-2.9088716800269534,-1.7156408844513296,0.6115364006970285,3.5974788772860053,5.799776147185176,5.747317475450021,3.891858333836381,1.1217022479483147,-2.2380959204309003,-4.875934223540831,-5.225438011098346,-3.7954683298041436,-2.186142792642565,-1.0010404417179724,-0.48797616726712434,-0.7768778482198596],[0.12519869349836943,1.9523458075049844,4.143674493829569,6.60352354530243,8.259684662175122,7.721967262448153,5.384216943588553,1.9906460667607364,-2.096543972962781,-5.198097135306476,-5.312553038748508,-3.094364693189742,-0.9137535085807265,0.0650279134987552,-0.31935564351398327,-1.6096511711459216],[-3.2108923309596387,1.885532167132503,7.517121004055044,10.824392413220085,10.82092187644474,7.733289285495103,2.5796530811439604,-2.273402327032053,-4.485653517161088,-3.09649114890497,1.300166357018588,6.668445842975299,9.821487137935412,8.504777822473866,4.012170147726303,-0.2954476605787515],[-0.2733645463155148,0.9282404708250209,4.65547946157995,9.479986694901609,12.817957754991685,12.613150047222693,9.767697771752166,7.160891330238087,6.744269868697511,9.180053855204118,13.684301110356428,17.619357407215972,18.60547031232297,16.69955000254018,13.648298408126252,11.330590764060387],[-2.810418981170228,-2.470420293144291,0.2582526696503993,5.299799338605212,9.595433882750413,9.945156312785006,7.353654655469704,4.543344451869485,3.330576784341274,6.104842369644618,13.22282227836706,20.13214761265852,22.357657770755107,19.822418286336116,14.748838481632397,9.896490973854942]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401141.996},""label"":""raw""}"
412,"{""data"":[[1.5661372922767942,3.191839676186886,5.270402864699385,5.882095198635641,4.98592379011901,2.558754407665958,-0.6109439230205245,-1.6835009668264367,0.7504920889777504,5.085682542582036,9.133513449104154,10.741439597427242,8.306915234054795,3.391434810857861,-0.03371558087121329,-0.1324130366743137],[0.4392257150327873,1.6014566797595133,2.533099036514693,2.0985878828935003,0.994851264595554,-0.4299428180544064,-2.0751336090686636,-2.571888214295482,-1.2531750962422028,1.0306265909062429,3.5434334059723116,5.2398811539530215,4.637523107784601,1.99474576691163,-0.29423821433670083,-0.6000860076908217],[-3.924829673985636,-3.9741007046137318,-2.557756437359561,-1.3565998894229159,-1.495982118365672,-2.433925193247149,-3.560790394435045,-4.385526403355467,-3.8986384518242496,-2.242787343567554,-1.3815775654391562,-2.634526396305799,-5.369027221815399,-8.324066213925056,-9.966630173380452,-9.125455987037974],[-0.6458594414317075,0.9064424442190251,2.7002269339618774,3.317428906509937,2.8338216741137883,1.2008279869922038,-1.3611563184034923,-3.1904787971247637,-3.157435341996471,-1.6678415110642606,0.5463177435970072,2.3384395261234783,1.930600299623885,-1.1100145694405923,-4.7225937571529535,-6.852234245604562],[-1.8176212311977222,0.42805396512468485,3.4837565182597086,4.882358956917935,3.9805578921052764,0.7850614910803628,-3.5806327846413604,-5.998346775371628,-4.712860323683554,-0.9828661543475428,3.113837538137055,5.501208019915261,4.372945455738453,0.1901753176666725,-4.105524648918883,-6.419278785003733],[-2.1546845846307834,-0.5024613925104222,3.580463648972862,6.7671926049194795,7.289745582189299,6.265739547192551,5.303075402605589,5.370415448587009,6.931188722813063,9.0766548360869,9.850631888832043,8.560436515174338,6.373043578016242,4.553253206537223,4.009020879917044,5.157291492025664],[11.333006533187177,13.960777729602151,17.23441940221032,18.8883053190969,18.582270770691913,16.67788539042461,14.064214896862337,12.748727256220143,13.984865974187619,17.437526269072848,22.249322125040116,26.814774946598867,28.87907264782192,27.652903817095954,24.834075284402275,22.459542550404656],[8.422421399350576,10.562851586048572,12.922390357094747,13.391475035517498,13.02606462168347,12.686502541591999,13.273459062541143,16.49925837663738,21.936259186990874,27.576355193555536,32.52619746768174,35.366347679819405,33.863451760825164,29.08656051485506,25.008106465692478,23.37841686330995]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401204.094},""label"":""raw""}"
413,"{""data"":[[2.0875613251769893,5.571504652330882,8.561404979651178,8.691879993559189,6.135140595192669,2.9220133804541963,-0.11530257191080096,-2.265905122585874,-2.175098590578111,-0.17412770800487132,2.1026312615301004,4.16444194309573,5.503473419541325,4.736218106665499,2.4312298023724974,1.0025043623871681],[0.8257957624234007,3.829480802144564,7.642581080201405,9.999332670498127,9.937564228137324,8.612683207654651,6.775951765014337,5.14738484341026,5.160470505016556,6.591948343623339,7.5915119468531245,7.455486910033761,6.127727342536293,3.4478875946670517,0.892471993444051,0.46422263407034636],[-6.396731089526865,-3.5644658002919045,-1.7396537263596845,-1.2421375882757766,-2.2633630091180037,-4.421050833565791,-6.641966592741146,-8.22114077116795,-8.800935587471907,-7.6291503889087755,-5.232047733673187,-3.8938079501473006,-4.746835349627128,-6.863129994365297,-8.952283700633574,-9.331050332711492],[-6.985712904581784,-4.812162141243128,-1.2769279804025864,1.0587926603758648,1.3311420141629635,0.6841191464761407,-0.4478001236281749,-1.5625981235291349,-1.5374499830318185,-0.6793704548370288,-0.08091707438320106,0.41661586562870556,1.048697717202127,0.928357869103493,-0.07278512071378551,-0.7885379719348049],[-6.709237569109271,-4.820409139215155,-1.3938994726920075,1.0964196836671571,1.3095585587521903,0.08992010564601882,-2.0443228050818365,-4.402087297187413,-5.175188851354429,-4.007011561981337,-2.123972728820845,0.3904166517696004,3.4886699159199717,5.43619049767201,5.380442098171258,4.367213572127387],[7.334632490518885,9.305084512077165,10.149445653126103,9.310262664431253,6.580598412086306,2.682275387073589,-0.5736192131150217,-1.716064063061355,-0.6082251885505581,2.242792959508855,5.1478193372148855,5.5252627019119185,2.5229309290884427,-2.436806594357168,-7.253400742291735,-9.464984359737834],[21.677732572079588,23.545469469144187,27.599978452441476,31.04994151957773,31.52172222364357,28.791256406559118,23.972395169619574,19.296914394103585,17.047309930970687,17.252518211106924,17.83976599587003,17.06156105453629,14.308069641469134,9.939665913751234,5.735879608180322,3.879276288977055],[23.734092500224314,26.46975448990616,30.283118279275392,31.99912200882834,31.05623325631037,28.456623648061385,23.905367428673678,18.71949297030833,15.856685922218514,15.594125012959116,16.39371644037483,17.932941133113058,18.866566077150946,16.497270134178947,11.675888774433517,7.64923618312708]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401266.867},""label"":""raw""}"
414,"{""data"":[[1.1811451305375453,2.260186494503428,4.285678604440944,6.341800618970771,6.553568077467579,4.846946391177687,2.277226626497454,-0.6303185727585545,-2.5502441976787793,-1.6789084422776352,1.5544726227579162,4.669810054407804,5.717271762925483,3.7328758501897235,-1.2145733862292731,-6.691067684401116],[1.9246226098666428,3.568949546706546,4.3221058813495805,3.4345904436566976,0.532135563331976,-3.1574719387754167,-5.61047121421366,-6.245849766590285,-5.2110059534737525,-2.5569687754977632,0.22773889244947765,1.2785028169060793,0.5873926971443602,-1.332611661802161,-4.235271529143232,-6.870238530506796],[-6.7727762923069745,-2.47308019941544,1.1180058599675675,2.733070380064575,1.80444560754947,-2.049900004501592,-7.421186130211159,-11.575079588824865,-12.600084746693158,-9.58760270960004,-2.882440280800045,4.44075877096755,8.25111107408657,6.969160132423243,2.2231392779352372,-3.0324574925346024],[-1.0242983169501527,-1.289562633936179,-0.834788663470323,0.4369185346015341,0.9350005407607392,0.18256002281821215,-0.9016785430696939,-2.180031636505669,-3.226880990276997,-2.779545646585111,-1.0944066978613702,0.5580969517977272,1.8554027451542505,2.2853226347435225,0.9944093963922664,-1.2570085549081516],[2.8116320651933737,0.77886117204437,-0.1708952061765585,0.424744904542813,0.688974774043634,-0.2561859063222843,-1.7731108323309683,-4.0436286460731035,-6.46959704028267,-6.991720361220396,-5.562675271354953,-3.8141897461678074,-2.2929603091334614,-1.5757460547137163,-2.4553870693222013,-3.570022587955088],[-7.53500225762091,-2.49182052360977,3.353865095709698,8.317878017435053,10.898660703286955,9.608841204956887,4.685828313482386,-1.6816430204719568,-7.02413373870218,-9.288411803506953,-7.4373156738689294,-3.820894577364907,-3.0460056618827043,-6.999261292675358,-13.684235139675565,-19.54699775823461],[4.661435900841052,6.771066561896061,9.542575042057123,12.691158325229658,15.14350850889657,15.815850717795495,14.266582675889348,10.33415181061447,5.07146235553714,0.5571058686916193,-2.5643130925874913,-5.9329468062866875,-11.636870941340941,-20.343632331843175,-30.51203770569262,-38.761380393367254],[5.039248681568774,3.5723829658648856,4.838207733499021,8.555857860654175,12.019917716781084,13.717522638348408,12.792924279900456,8.5809487132628,3.5926254873964796,1.4318850930798774,1.7147553310723382,0.9243339663871372,-3.4823355923416774,-11.773882711336267,-22.051492825883848,-30.009878358146022]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029401329.444},""label"":""raw""}"
